,content,Pro Trump,Pro Biden,Neutral,one_hot_labels,sarcasm_labels
161,"@Ramnier blessef god of all universo.
usa mexico canada ametica. be just with us
thanks for this trump amlo. blessed praise loved",1,0,0,[1 0 0],regular
162,"Electoral process in US is time tested.....#TrumpIsPathetic

https://t.co/ScBC0JQOKc",0,1,0,[0 1 0],regular
163,@XULQIMOON @Shinamuller @JoeBiden @KamalaHarris @ImranKhanPTI Our..? What do you mean by our..? If you are so confident. Try a poll..waiting to vote on your poll.. Please show some courage..,0,0,1,[0 0 1],regular
164,US Supreme Court dismisses Trump-backed Texas lawsuit challenging election result https://t.co/zKLlnTusRJ via @FRANCE24,0,0,1,[0 0 1],regular
165,"@NYGovCuomo This is a fraud ... 
Did the virus disappear in the celebrations of the supposed victory of Biden?",0,0,1,[0 0 1],regular
166,@fmanjoo @mehdirhasan If he doesn’t know who they are( Proudboys) why would he say let the police do their work. This Dictator wannabe is a clear and present danger to Democracy. #VoteHimOut #VoteTrumpOut,0,1,0,[0 1 0],regular
167,@realTrumpForce Kefalonia Greece. #Trump2020,1,0,0,[1 0 0],regular
168,#JoeBiden is the #president of the #UnitedStatesofAmerica #crown. @realDonaldTrump   Read this when you go back home. ;) https://t.co/O4rUbT3TAa,0,1,0,[0 1 0],regular
169,"@rufusgifford We miss you Rufus!

I can’t wait for President Elect Joe Biden, his staff, and the rest of the country (at least half of it anyway) start to #MakeAmericaGreatAgain 

Most importantly by uniting the whole country regardless of peoples political views and religious beliefs! 🇺🇸 ❤️",0,1,0,[0 1 0],regular
170,"@JoeBiden A then, the Black Out !!",0,0,1,[0 0 1],regular
171,@gopcaleb @EntheosShines How many Presidents have seen aged at the WHðŸ˜³ Trump obscured His solaris aurea and stopped to smile; Junior Bush gone at WH as a  Boy and in few hours of September became adult serious and..oldðŸ˜³ The WH is the most solitary place of the worldðŸ˜³,0,0,1,[0 0 1],regular
172,"@Jonathan_Cahn The example set by the leader of guatemala should be followed by the leaders of all countries! My respect for him, hope president Biden follow Torah",0,0,1,[0 0 1],regular
173,"@israelset @joshcarlosjosh Biden - 264
Trump - 214
Maroon - 5",0,0,1,[0 0 1],regular
174,If the #USElections  was in an African country .. News headline ABUSE OF INCUMBENCY.                    CIVIL UPRISE LOADING,0,0,1,[0 0 1],regular
175,"My American colleagues have all submitted their votes for Joe.

Personally I hope he wins - some people might not be sure what changes he would make but surely he has to be better than Trump.

#VoteHimOut
#VoteJoe
#Vote https://t.co/u2WyqGXr0k",0,1,0,[0 1 0],regular
176,"Followers be damned 

#fucktrump",0,1,0,[0 1 0],regular
177,"Party hard ❤️❤️❤️❤️ 
#USElectionResults2020 #BidenPresident #BidenHarris2020ToSaveAmerica #Biden https://t.co/k2ATTTdsuY",0,1,0,[0 1 0],regular
178,"@realDonaldTrump For that you have to win this time too sir. All the best 👍.
#MakeAmericaGreatAgain",1,0,0,[1 0 0],regular
179,"#ByeByeTrump
I request to everybody to unfollow #Trump and follow @JoeBiden.
#CongratulationsJoeBiden 
#CongratulationsAmerica",0,1,0,[0 1 0],regular
180,"Yes! Time to make America even greater again 👊🇺🇸 So long the tangerine dream 🍊👋 

#BidenHarris2020
#bidenharris #MakeAmericaGreatAgain
#PresidentialElection2020
#TrumpTantrum
BBC News - US Election 2020: Joe Biden wins the presidency
https://t.co/dHIePOAAzp",0,1,0,[0 1 0],regular
181,"@McFaul If Biden is so popular, why impeach Trump?",0,0,1,[0 0 1],regular
182,"@JoeBiden in ( Welcome Sir 🙏) 💐 @realDonaldTrump out ( Good Bye Sir) We all love❤ you #USA #USAElections2020
#JoeBiden #DonaldTrump #PresidentBiden #donaldtrump2020 #realDonaldTrump #USA2020 #JoeBiden2020 #Biden #JoeBidenPresidentElect 
#ShubhaDeepSD #ShubhaLucky98 #Shubha98 https://t.co/LxC710MGw2",0,1,0,[0 1 0],regular
183,I'm so fucking Happy!!!! and I'm not even an American. The orange clown is out.  #ByeTrump #bidenharis2020,0,1,0,[0 1 0],regular
184,"Tomorrow, the United States of America will re-elect the man who lives for just one thing: America first! We all need Donald Trump as USA President to protect our lives against the progressive devils. I’m sure the American people will not disappoint us. #MAGA #FourMoreYears 🇺🇸 https://t.co/TuLiHRiHax",1,0,0,[1 0 0],regular
185,"Biden 264 
Trump 214 
Austin 3:16 

Goodnight #TrumpMeltdown #Trump214 #ByeByeTrump #trump #USElections #USElection",0,1,0,[0 1 0],regular
186,"Way too good not to repost ðŸ˜…
#USElections #Elections2020 #easterneurope https://t.co/Mr63mxLpaP",0,0,1,[0 0 1],regular
187,What an embarrassing press conference by the #TeamTrump in Nevada... 🤦🏽‍♂️🤦🏽‍♂️ #Election2020,0,1,0,[0 1 0],regular
188,Joe Biden gains votes in Wisconsin county after Trump-ordered recount https://t.co/rZSxqxc6oj,0,1,0,[0 1 0],regular
189,"Whether you are president or not, wait for our revenge at any moment #qasem_soleimani #Iran #Trump #HardRevenge 🇮🇷🇮🇷    #حاج_قاسم_سلیمانی https://t.co/DxXS3FDN0b",0,0,1,[0 0 1],regular
190,@PreetBharara He is entitled to a recount just as we are entitled to have every mail-in counted. ðŸ¤—,0,0,1,[0 0 1],regular
191,"With next Tuesday’s #USElections and a whole host of other factors affecting stock markets, the ever calm voice of @tomstevenson63 is on hand to remind of some key investing principles ✅
Capital at risk.

https://t.co/pfyjVAPfp8",0,0,1,[0 0 1],regular
192,"Evangelical Zionist fundamentalist &amp; big loser of U.S. elections, Mike @SecPompeo, is getting drunk on apartheid wine on stolen Palestinian land. #MAGA 

https://t.co/H0kBIRJLwP",0,0,1,[0 0 1],regular
193,"To @chrisdaleoxford and @CivilLitTweet : I think between the EXIF software I have noted and the advancing sophistication of ephemeral messaging, *discovery* is due for some surprises in the not-too-distant future. One small example, very near term, in the U.S., is Trump. Heâ€™s ... https://t.co/ybMd6ruLFe",0,0,1,[0 0 1],regular
194,@WalshFreedom Did anyone notice #Trump using two hands to drink his water??? https://t.co/XrJ5bfz1Us,0,0,1,[0 0 1],regular
195,I’m going to sleep now ... I pray and hope that when I wake up the USA will have a new 46th President. #vote #VoteTrumpOut #Biden #Biden2020 #BidenHarris2020 https://t.co/zTnWZb73gj,0,1,0,[0 1 0],regular
196,"@tonimouawad Nope...theyâ€™re just winning it ðŸ™‚
#Biden ðŸ’™",0,0,1,[0 0 1],regular
197,SOMETHING ELSE I have in common with Donald Trump. https://t.co/8c7tGuEiN1,0,0,1,[0 0 1],regular
198,Sad to see that DELUDED Donald and his Moronic Angry Gammon Army #MAGA stil cant accept that he LOST and his presidency is OVER.,0,1,0,[0 1 0],regular
199,"@realDonaldTrump Fair election, no fraud .
Justice will be prevailed.
Trump re-elected 2020.",1,0,0,[1 0 0],regular
200,"I will miss DONALD TRUMP memes. We enjoyed. We laughed.
And this is my favorite 👇 #DonaldTrump #ByeByeTrump 😂 https://t.co/Svlz1aDlNx",0,1,0,[0 1 0],regular
201,"my ballot was finally recieved,  chyeeeeah !! took long enough but im relieved

if i can vote from overseas, there are no excuses for local peeps

#GOVOTE 
#GoVoteNY https://t.co/e3flutfXbH",0,0,1,[0 0 1],regular
202,"Wondering if we had ballot absentee, I would have gotten a chance to cast my vote... ðŸ˜ž @ Osaka, Japan https://t.co/wBy9Cmy9EM",0,0,1,[0 0 1],regular
203,"US election results: Biden has wins the presidency 
Joe Biden has won the race to become the next US president, defeating Donald Trump following a cliff-hanger vote count after Tuesday's election.
BBC https://t.co/iTmZaKSSq3",0,0,1,[0 0 1],regular
204,"Lara Trump Says if Trump Can't Win in Court, Then Subverting Electoral Process is On the Table https://t.co/eSLafKPjC7 via @TMZ  #Election2020 #maga if this was any other country #Trump and his cult’s efforts would be called out as undemocratic #democracy #usa",0,1,0,[0 1 0],regular
205,"@uponapyre @BrainyFlatus @MikeSingerMusic @realDonaldTrump Let them recount the votes if you, democrat supporters and mostly @JoeBiden “#SleepyJoe “ have guts! Simple deal!",1,0,0,[1 0 0],regular
206,"@jennajameson Hi Jenna, do you think Biden will be good for Israel like Trump was?",1,0,0,[1 0 0],regular
207,"Trump says Attorney General Barr resigning, will leave before Christmas https://t.co/onvjLmwTC5 via @BostonDotCom",0,0,1,[0 0 1],regular
208,I voted today. 🇨🇦 No line. Not much time. Under six minutes from hello to good bye. First time I’ve cast a ballot in an opulent ballroom. But that’s pandemic for you. Can’t use schools and the King Edward Hotel has space!  #TorontoCentre https://t.co/lebxSmKqk8,0,0,1,[0 0 1],regular
209,"All Ballots received after polls closed shouldn't count period 
#USElection2020",0,0,1,[0 0 1],regular
210,ASIA | Desk â€” A worried Asia wonders: What will Joe Biden do? https://t.co/qLxMQQCOXs,0,0,1,[0 0 1],regular
211,"@realDonaldTrump Trump, do not fight with Iran, if Iran wants to fight with the United States, Ghaemak will play a direct game. We are not looking for a war.",0,0,1,[0 0 1],regular
212,Celebrate responsibly. Wear a mask!#Biden,0,1,0,[0 1 0],regular
213,"good luck #ترامب 
Make America 1️⃣ Again

 #Trump2020
#MAGA2020 
#UAE #USA  ❤️🇦🇪🇺🇲
@realDonaldTrump 
#USPresidentialElections2020 
#USA https://t.co/cWFeYZBU87",1,0,0,[1 0 0],regular
214,"@BrianKempGA That's fine. Because Biden didn't needed nor used ilegal ballots.
Don't follow Trump the lame duck",0,1,0,[0 1 0],regular
215,"@Randybhil Call me bro, I wanna buy more $BB $APHA $ATI.v $EMO.v $QPM.v $NXS.v $UGM.v
#STOCKS #Trump2020  #Trading short $FB $AMZN 🚀🚀🚀

God Bless Pi , house 059 https://t.co/ug7bdIUgpg",0,0,1,[0 0 1],regular
216,"Dear Mr. President 
Donald Trump 
@realDonaldTrump
You did in one term of office more than what others didn't manage to do in two!

The People of Israel will never forgot your contribution to true peace in our region for the sake of all mankind.

Thank you and God bless you",1,0,0,[1 0 0],regular
217,"My and my @forronewyork friends. @jorgecontinentino, @guilmonteiro and @davivieiraofficial .
.
.
.
#forro
#forabolsonaro 
#dumptrump @ Drejtor https://t.co/SC1bj15yPg.DjEnno https://t.co/rgp8byAntb",0,1,0,[0 1 0],regular
218,"When Donald trump declare himself the winner and asks to vote the votes, this is a form of dictatorship, in case they didn’t notice. 

#CountAllTheVotes #AmericaDecides2020 #CountEveryVote #VOTE #VoteBlue",0,1,0,[0 1 0],regular
219,"The only countries whose covid19 biological weapon created by the Chinese Communist Party and disseminated with WHO's endorsement were the most damaging were the USA and Brazil. The media is financed by the CCP to overthrow Trump and Bolsonaro, pandemic + fraud = failure. https://t.co/ga9cF7KP2g",0,0,1,[0 0 1],regular
220,"Several hundred people — #BlackLivesMatter demonstrators and #Trump2020 supporters— have gathered in Black Lives Matter Plaza, steps from the White House.

While a large police presence is on-scene, @AP reports crowds are relatively peaceful. 

#USElections2020 #ElectionDay2020 https://t.co/kFt9q36F7v",0,0,1,[0 0 1],regular
221,"I challenge anyone not to be awed and inspired by @PSB_HQâ€™s treatment of #JFKâ€™s 1962 â€œWe choose to go to the Moonâ€ speech. #USElections #USElectionResults2020 #35thPresident 

https://t.co/hnCSOKZpKq",0,0,1,[0 0 1],regular
222,"White House reclaimed by politicians. The businessman is out. Capital markets, now you are on your own!
#AmericaDecides2020
#USElectionResults
#JoeBidenKamalaHarris2020
#ByeByeTrump https://t.co/kpNyAAkqS3",0,1,0,[0 1 0],regular
223,Ladies and gentlemen some shocking results for extremists in #US and #India #Trump lost it #USElectionResults2020 https://t.co/vrs1hcj0YU,0,0,1,[0 0 1],regular
224,"Joe Biden - 264
Donald Trump - 214
Xbox - 360 https://t.co/EJIvyv7rxG",0,0,1,[0 0 1],regular
225,"""We believe there was election fraud because we didn't see anything, and we lost"" ~ #TeamTrump
#ElectionDay #Election2020 #PresidentBiden2020",0,1,0,[0 1 0],regular
226,"7 DAYS!  Go vote NOW.

Check out https://t.co/j61Y3AnVoI for your early voting locations!

#vote #registertovote #voterhelpline #danecounty #nemadisonvoters #madisonvotes #novemberiscoming #madisonwi #maskupwi #voteearly #votenow https://t.co/yghR5salBk",0,0,1,[0 0 1],regular
227,"Dear Mr @JoeBiden , please, pay attention to the agreement clauses. Armenians are getting deprived of their homes and land. This is unfair @RepAdamSchiff https://t.co/rHzcEw1x7c",0,0,1,[0 0 1],regular
228,@JoeBiden Keep America great. God Bless America! Say no to comunism and this!#Trump2020 #Elections2020 https://t.co/JnquF6qdYW,1,0,0,[1 0 0],regular
229,@JoeBiden THIS IS America https://t.co/0gTFNelUKd,0,0,1,[0 0 1],regular
230,@JoeBiden Congratulations from Mexico. 👏👍,0,1,0,[0 1 0],regular
231,"#TrumpIsLosing Your ass must be

.. https://t.co/KE9inmu6hL",0,1,0,[0 1 0],regular
232,Tbh I don't get the idea to ban Trump's account now. Or it's a freedom of speech and you don't ban anyone. Or you should have baned his account the day he became president. The last one would have saved the world from a few scandals and tension between USA and a few countries,1,0,0,[1 0 0],regular
233,"@JoeBiden Joe Biden! What do you need from Russia? Russia will deal with internal problems on its own! Alexei Navalny is a criminal! He's not a politician. Understand that! There is no need to impose the will of the United States on Russia! Russia is not America, understand this!",1,0,0,[1 0 0],regular
234,#MyPresident This is it right here. https://t.co/EHpneBZg9u,0,0,1,[0 0 1],regular
235,"Joe Biden go Tltake it in the ass! Joe Biden son of a bitch!  Joe Biden go fuck him damn!

#JoeBiden #JoeBidenGoTakeItInTheAss #JoeBidenSonOfABitch #JoeBidenGoFuckHimDamn #NBAFinals #KCAMexico #à¸œà¸¡à¸à¹‡à¸¡à¸µà¸žà¸µà¹ˆà¸¡à¸´à¸§à¸­à¸¢à¸¹à¹ˆà¹à¸¥à¹‰à¸§ #COVID19 #dreamteamselfieday #TeoriaDas2Canoas #Trump2020 https://t.co/Cm4Qz7B5w1",1,0,0,[1 0 0],regular
236,"@RealFakeDonal11 @MaryLTrump Ok👍 Little Donnie #Trump, postcard to #MaryTrump not a problem for Pootie. Just remember to bring my $400 million US and a few rubles for very honoring #Russia postage stamp of former great #Communist autocrat or poobah or maybe #Chernobyl 🇷🇺👍",0,0,1,[0 0 1],regular
237,"Be that creativity in every party, be the life of the party, be alive with the Pioneer DDJ SX3 - 4 Channel DJ Controller. Control the Music with it.
#Irukka #pioneerdj  #Twitter  #bidenharis2020  #BidenHarris #MUFC #Sound #music #RollyPH #AFazanda12 #ByeByeTrump #ad #adotwe #art",0,0,1,[0 0 1],regular
238,"@realDonaldTrump Do Democrats think Biden, who is licking the soles of Chinese pigs, is so credible?  Be firm!  American â£ â£",1,0,0,[1 0 0],regular
239,Thought this was a fitting addition to the vid #thuglife #BidenHarris2020 #PuertoRico #neverforget #Biden #ElectionResults #lmfao https://t.co/b268A5p2uh,0,1,0,[0 1 0],regular
240,"Joe Biden wins Georgia, flipping the state for Democrats https://t.co/k03omOiAWo via @BostonDotCom",0,1,0,[0 1 0],regular
241,@Jillbiden46 @merrysunshine19 @JoeBiden Iâ€™m proud of the 70M Americans who rejected fascism &amp; authoritarianism. Now letâ€™s get to work reversing the direction of the last 4 years.,0,1,0,[0 1 0],regular
242,"Congratulations to @JoeBiden &amp; to @KamalaHarris for making history! Congratulations to all Americans! I can imagine the joy!It happened that I was in USA when @BarackObama was elected &amp; it was just magical!
Itâ€™s as historical for the ðŸ‡ºðŸ‡¸ black women &amp; women of color, too!
ðŸ‡½ðŸ‡°ðŸ¤ðŸ‡ºðŸ‡¸",0,1,0,[0 1 0],regular
243,"NEW: Asia weighs in on @JoeBiden and @KamalaHarris. ðŸ‡ºðŸ‡¸ China cautions. Taiwan, South Korea and Japan remind of friendships. India is proud. But no congrats yet from Chinaâ€™s president Xi Jinping. Details in my new article. @CBSNews is here. ðŸ‡¨ðŸ‡³ https://t.co/VazaxgemgH #Election2020",0,0,1,[0 0 1],regular
244,"@JoeBiden Great Happy feelings

Its future of reliability of Democratic",0,0,1,[0 0 1],regular
245,"@StephenKing @StephenKing @StephenAtHome 
This is how Russian media is still consoling or you know -the Trump supporters 
#AmericaDecides2020 #ByeByeTrump #BidenHarris2020 
https://t.co/TSqOXVdyfS",0,1,0,[0 1 0],regular
246,PRICELESS!  #DumpTrump #VoteHimOut via @lovesexandla on IG https://t.co/JJGruFNO46,0,1,0,[0 1 0],regular
247,"@JoeBiden  When one of the greatest presidents in the history of all time honors you by his own hands, you know you're one of the greatest, too. #JOEBIDEN2020 #ByeByeTrump #Election2020 #elections https://t.co/6fdR6c6Q4J",0,1,0,[0 1 0],regular
